genres,release_date,id,user_id,playtime_forever,title,sentiment_analysis
Action,2014-01-31,208090,76561198071503894,341,Loadout,1.0
Action,2012-08-21,730,76561198071505162,773,CounterStrike Global Offensive,1.0
Simulation,2010-08-27,48800,76561198071507833,1547,Ship Simulator Extremes,1.0
Free to Play,2013-02-12,211500,76561198071508351,13,RaceRoom Racing Experience,1.0
Action,2011-12-06,113400,xXKOIZORAXx,9300,APB Reloaded,1.0
Action,2010-11-09,42700,76561198071513747,1924,Call of Duty Black Ops,1.0
Action,2012-10-16,219640,76561198071514612,1028,Chivalry Medieval Warfare,2.0
Action,2009-11-16,550,76561198071514843,6097,Left 4 Dead 2,1.0
Indie,2006-11-29,4000,76561198071515583,2027,Garrys Mod,1.0
Action,2004-11-16,220,76561198071516369,38,HalfLife 2,1.0
Indie,2006-11-29,4000,failpunch,2319,Garrys Mod,2.0
Action,2004-11-01,240,76561198071522104,3560,CounterStrike Source,1.0
Action,2008-04-16,15120,lulznotwar,335,Tom Clancys Rainbow Six Vegas 2,1.0
Action,2009-11-16,550,WhatGuyGaming,759,Left 4 Dead 2,1.0
Action,2004-11-01,240,puntduck,35,CounterStrike Source,2.0
Action,2011-01-25,42910,76561198071537846,146,Magicka,1.0
Action,2011-01-25,42910,Beltrano,1370,Magicka,1.0
Indie,2006-11-29,4000,76561198071543624,3239,Garrys Mod,1.0
Action,1999-04-01,20,76561198071543968,0,Team Fortress Classic,1.0
Action,2004-11-16,220,76561198071544284,650,HalfLife 2,1.0
Strategy,2010-08-26,22600,76561198071546234,562,Worms Reloaded,1.0
Action,2009-11-12,10180,76561198071548590,1168,Call of Duty Modern Warfare 2,1.0
Strategy,2010-03-01,40100,76561198071553876,320,Supreme Commander 2,1.0
Indie,2006-11-29,4000,76561198071554105,1193,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071554116,15938,Garrys Mod,1.0
Casual,2010-11-22,31280,76561198071555032,61,Poker Night at the Inventory,1.0
Action,2012-09-21,217790,76561198071557383,174,Dogfight 1942,1.0
Action,1990-12-14,9180,76561198071559452,50,Commander Keen,1.0
Action,2012-12-12,224540,teamfortes2pt,17,Ace of Spades Battle Builder,1.0
Action,2012-02-20,200210,76561198071560238,147,Realm of the Mad God,1.0
Indie,2006-11-29,4000,76561198071560338,1668,Garrys Mod,1.0
Action,2007-10-10,400,76561198071560517,464,Portal,1.0
Action,2004-11-01,240,76561198071560550,32,CounterStrike Source,1.0
Action,2012-09-17,49520,famousjesse123,549,Borderlands 2,1.0
Indie,2006-11-29,4000,76561198071560929,258,Garrys Mod,1.0
Action,2013-03-25,230410,76561198071561578,369,Warframe,1.0
Action,2012-06-27,17080,76561198071561589,82,Tribes Ascend,1.0
Action,2012-08-21,730,76561198071561912,80524,CounterStrike Global Offensive,1.0
Action,2013-12-16,221100,76561198071562011,269,DayZ,1.0
Action,2004-11-01,240,XxSnipezZxX,17011,CounterStrike Source,1.0
Action,2000-11-01,10,76561198071563964,6201,CounterStrike,1.0
Indie,2006-11-29,4000,76561198071566543,268,Garrys Mod,1.0
Indie,2006-11-29,4000,mrtenacity99,2957,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071568228,274,Garrys Mod,1.0
Action,2004-11-01,240,iDayzKilla2,559,CounterStrike Source,1.0
Action,2011-04-18,620,bsdp123,2242,Portal 2,2.0
Action,2017-07-07,304930,76561198071581304,0,Unturned,1.0
Action,2009-11-16,550,kittydismount,5195,Left 4 Dead 2,1.0
Indie,2006-11-29,4000,fire3307,105,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071593272,4,Garrys Mod,2.0
Action,2011-05-16,105600,76561198071597446,22,Terraria,1.0
Action,2011-11-01,32800,76561198071599484,133,Lord of the Rings War in the North,1.0
Action,2009-05-14,1250,76561198071600754,938,Killing Floor,1.0
Indie,2006-11-29,4000,76561198071601478,5182,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071602712,1039,Garrys Mod,1.0
Action,2011-01-25,42910,76561198071603077,2014,Magicka,1.0
Casual,2007-03-07,8400,76561198071606064,69,Geometry Wars Retro Evolved,1.0
Action,2011-04-15,91600,76561198071607800,1372,Sanctum,1.0
Strategy,2010-02-25,34030,76561198071608352,320,Napoleon Total War,1.0
Action,2007-10-10,400,76561198071609888,418,Portal,1.0
Action,2004-11-01,320,trnd2kill,0,HalfLife 2 Deathmatch,1.0
Action,2011-09-28,113200,76561198071611029,5024,The Binding of Isaac,1.0
Indie,2006-11-29,4000,hayleyaeon,4998,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071612652,14274,Garrys Mod,1.0
RPG,2009-04-30,1930,Karontik,869,Two Worlds Epic Edition,2.0
Action,2007-10-10,400,76561198071613688,48,Portal,1.0
Indie,2006-11-29,4000,Hazzamiester,2761,Garrys Mod,2.0
Action,2004-11-01,240,199A,8543,CounterStrike Source,1.0
Action,2004-11-01,240,76561198071617471,1,CounterStrike Source,0.0
Indie,2006-11-29,4000,MrTheMuffinMan98,332,Garrys Mod,1.0
Action,2009-11-16,550,OculusTKO,0,Left 4 Dead 2,1.0
Action,2012-09-17,49520,76561198071623578,1259,Borderlands 2,1.0
Casual,2007-02-27,3480,76561198071623808,310,Peggle Deluxe,1.0
Indie,2006-11-29,4000,76561198071625594,1425,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071626209,6916,Garrys Mod,1.0
Action,2011-05-16,105600,76561198071626569,1540,Terraria,1.0
Indie,2006-11-29,4000,madopow2110rlz,109,Garrys Mod,1.0
Action,2012-08-21,730,76561198071631163,3382,CounterStrike Global Offensive,1.0
Action,2012-09-17,49520,76561198071632585,9371,Borderlands 2,1.0
Action,2011-05-16,105600,MelodySt4r,407,Terraria,1.0
Action,2000-11-01,10,76561198071636469,0,CounterStrike,1.0
Indie,2006-11-29,4000,76561198071636833,199,Garrys Mod,1.0
Action,2011-11-01,32800,76561198071640539,242,Lord of the Rings War in the North,1.0
Indie,2006-11-29,4000,ETK-KnightPizza1,4373,Garrys Mod,2.0
Action,2004-11-01,240,76561198071642416,360,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198071644604,11976,Garrys Mod,1.0
Action,2009-11-16,550,76561198071645999,2610,Left 4 Dead 2,1.0
Indie,2006-11-29,4000,Bedforder,6236,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071649256,22202,Garrys Mod,2.0
Action,2014-03-25,209160,76561198071649657,175,Call of Duty Ghosts,1.0
Action,2017-07-07,304930,76561198071651172,3150,Unturned,1.0
Action,2004-11-01,240,76561198071652211,0,CounterStrike Source,1.0
Action,2004-11-01,320,76561198071653037,0,HalfLife 2 Deathmatch,1.0
Action,2009-11-16,550,Party711up,577,Left 4 Dead 2,1.0
Action,2012-04-30,63380,76561198071655963,1128,Sniper Elite V2,1.0
Action,2012-08-21,730,76561198071657267,6777,CounterStrike Global Offensive,1.0
Action,2004-11-16,220,76561198071657521,491,HalfLife 2,1.0
Action,2009-11-16,550,elnicoWTF,1211,Left 4 Dead 2,2.0
Action,2011-11-14,55230,huywin,8317,Saints Row The Third,2.0
Action,2012-09-20,200710,76561198071667867,2271,Torchlight II,1.0
Action,2009-11-16,550,ZooMMZ,3097,Left 4 Dead 2,2.0
Action,2012-04-30,63380,76561198071672437,519,Sniper Elite V2,1.0
Indie,2006-11-29,4000,everything_u_want,7,Garrys Mod,1.0
Action,2008-11-17,500,76561198071677214,269,Left 4 Dead,1.0
Indie,2006-11-29,4000,flightdrive,5780,Garrys Mod,2.0
Action,2012-10-29,215470,76561198071693004,33,Primal Carnage,1.0
Action,2017-08-24,301520,76561198071693175,10233,Robocraft,1.0
Action,2009-05-14,1250,swaglord225,485,Killing Floor,1.0
Action,2012-05-22,202750,76561198071703024,136,Alan Wakes American Nightmare,1.0
Action,2010-11-09,42700,76561198071710464,1071,Call of Duty Black Ops,1.0
Action,2012-08-21,730,76561198071710869,2,CounterStrike Global Offensive,1.0
Strategy,2012-10-10,200170,huyennessy,349,Worms Revolution,1.0
Strategy,2010-09-21,8930,76561198071715838,18540,Sid Meiers Civilization V,1.0
Action,2008-09-16,20900,76561198071715862,182,The Witcher Enhanced Edition Directors Cut,1.0
Action,2009-11-12,10180,76561198071718562,4139,Call of Duty Modern Warfare 2,1.0
Indie,2006-11-29,4000,76561198071719864,7414,Garrys Mod,1.0
Strategy,2008-10-28,17480,YOLOKING3214,0,Command amp Conquer Red Alert 3,1.0
Simulation,2009-07-12,24010,76561198071734355,0,Train Simulator,1.0
Action,2004-11-16,220,76561198071734835,0,HalfLife 2,1.0
Action,2004-11-01,240,Trollz4ya,228,CounterStrike Source,2.0
Action,2004-11-16,220,76561198071737411,508,HalfLife 2,1.0
Action,2004-11-01,240,76561198071740066,77,CounterStrike Source,1.0
Action,2011-05-16,105600,76561198071741345,4504,Terraria,1.0
Action,2004-11-16,220,manjikitana,58,HalfLife 2,1.0
Indie,2006-11-29,4000,76561198071743525,729,Garrys Mod,2.0
Action,2004-11-01,240,76561198071745862,1318,CounterStrike Source,1.0
Indie,2006-11-29,4000,kangkungbelacan,469,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071748687,7588,Garrys Mod,1.0
Action,2011-05-16,105600,76561198071748696,714,Terraria,1.0
Action,2004-11-01,240,76561198071754909,1669,CounterStrike Source,1.0
Action,2004-11-01,240,76561198071755703,3282,CounterStrike Source,1.0
Action,2011-09-28,113200,deaduglytreeontheground,0,The Binding of Isaac,1.0
Indie,2006-11-29,4000,76561198071762098,5049,Garrys Mod,1.0
Action,2011-10-31,224260,facundito,58,No More Room in Hell,1.0
Indie,2006-11-29,4000,76561198071767759,9383,Garrys Mod,1.0
Simulation,2009-07-12,24010,76561198071768473,154,Train Simulator,1.0
Action,2011-04-08,70000,76561198071770286,1,Dino DDay,2.0
Action,2004-11-01,240,76561198071772028,691,CounterStrike Source,1.0
Action,2012-08-30,206210,76561198071773459,84,Gotham City Impostors Free to Play,1.0
Indie,2006-11-29,4000,codyhallwildlife,526,Garrys Mod,2.0
Action,2011-05-16,105600,JacTehSharp,278,Terraria,2.0
Action,2012-08-21,730,76561198071775766,2409,CounterStrike Global Offensive,1.0
Casual,2009-04-10,26800,76561198071778249,103,Braid,1.0
Adventure,2011-08-02,48000,76561198071779029,165,LIMBO,1.0
Action,2011-05-16,105600,76561198071780652,14,Terraria,1.0
Indie,2006-11-29,4000,SpongeNips,47949,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071785157,2701,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071789463,2141,Garrys Mod,1.0
Action,2009-11-16,550,76561198071793314,155,Left 4 Dead 2,0.0
Action,2004-11-01,240,76561198071794302,76,CounterStrike Source,1.0
Action,2004-11-01,240,76561198071794615,3,CounterStrike Source,1.0
Action,2011-09-21,111400,AYAD,15,Bunch of Heroes,1.0
Action,2011-04-18,620,ScarfySniper,8084,Portal 2,1.0
Indie,2006-11-29,4000,teebteeb,141,Garrys Mod,1.0
Action,2004-11-01,240,yuansu,528,CounterStrike Source,1.0
Action,2010-11-09,42700,purpleninja00,5559,Call of Duty Black Ops,1.0
Indie,2006-11-29,4000,76561198071801270,7750,Garrys Mod,1.0
Action,2011-04-18,620,76561198071802302,209,Portal 2,1.0
Action,2014-01-31,208090,76561198071806919,1559,Loadout,1.0
Adventure,2015-01-26,316790,76561198071808318,140,Grim Fandango Remastered,1.0
Action,2010-03-26,35140,littlejohnsnow,78,Batman Arkham Asylum Game of the Year Edition,1.0
Indie,2006-11-29,4000,76561198071808640,1397,Garrys Mod,1.0
Casual,2010-11-22,31280,76561198071808948,2272,Poker Night at the Inventory,1.0
Action,2014-07-01,291480,76561198071810972,0,Warface,1.0
RPG,2008-10-28,22300,thisisnotalex26,45,Fallout 3,1.0
Action,2000-11-01,10,76561198071814759,0,CounterStrike,1.0
Action,2006-07-11,2400,76561198071815915,30,The Ship Murder Party,1.0
Action,2004-11-01,240,matchd,838,CounterStrike Source,2.0
Action,2004-11-01,240,76561198071819981,4135,CounterStrike Source,1.0
Indie,2006-11-29,4000,76561198071821174,5026,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071822951,6995,Garrys Mod,1.0
Action,2004-11-01,240,76561198071826871,2806,CounterStrike Source,1.0
Action,2004-11-01,240,moffittt,5721,CounterStrike Source,1.0
Action,2010-03-23,8190,76561198071834601,2172,Just Cause 2,1.0
Action,2008-10-20,17470,76561198071835945,1184,Dead Space,2.0
Action,2004-11-01,240,76561198071836212,444,CounterStrike Source,2.0
Indie,2006-11-29,4000,jokasavage,24368,Garrys Mod,1.0
Indie,2006-11-29,4000,munholi,4273,Garrys Mod,2.0
Action,2013-09-24,249870,HPiN,201,Scribblenauts Unmasked A DC Comics Adventure,1.0
Indie,2006-11-29,4000,76561198071841762,65,Garrys Mod,1.0
Action,2012-09-17,49520,76561198071841810,18974,Borderlands 2,1.0
Action,2004-11-16,220,GhostBusters_23,244,HalfLife 2,1.0
Action,2009-11-16,550,76561198071842367,5976,Left 4 Dead 2,1.0
Strategy,2009-03-03,10500,fcvghxdcjr,4032,Empire Total War,1.0
Action,2000-11-01,10,76561198071847296,0,CounterStrike,1.0
Action,2004-11-01,240,Wiggyispro,11361,CounterStrike Source,2.0
Adventure,2012-11-19,218680,76561198071852167,2023,Scribblenauts Unlimited,1.0
Indie,2006-11-29,4000,76561198071854485,13028,Garrys Mod,1.0
Action,2011-06-20,39160,76561198071855610,5,Dungeon Siege III,1.0
Action,2002-05-21,12100,76561198071855973,364,Grand Theft Auto III,1.0
Action,2004-11-16,220,76561198071859251,5,HalfLife 2,0.0
Action,2008-04-09,15100,76561198071859962,142,Assassins Creed Directors Cut Edition,1.0
Indie,2006-11-29,4000,76561198071861638,728,Garrys Mod,1.0
Action,2009-11-16,550,76561198071862063,1456,Left 4 Dead 2,1.0
Indie,2006-11-29,4000,76561198071862339,615,Garrys Mod,1.0
Action,2004-11-16,220,DaSadMan,81,HalfLife 2,1.0
Indie,2006-11-29,4000,76561198071863776,698,Garrys Mod,1.0
Action,2013-12-11,252490,76561198071866999,3477,Rust,1.0
Action,2007-08-21,7670,JezzaHeart,148,BioShock,1.0
Action,2004-11-01,240,76561198071868892,29758,CounterStrike Source,1.0
Action,2012-08-21,730,76561198071872807,18648,CounterStrike Global Offensive,1.0
Action,2011-06-21,21100,76561198071873179,83,FEAR 3,1.0
Strategy,2010-09-21,8930,76561198071873427,198,Sid Meiers Civilization V,1.0
Action,2012-11-20,218230,76561198071875635,0,PlanetSide 2,1.0
Indie,2006-11-29,4000,76561198071875921,2345,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071876997,6566,Garrys Mod,1.0
RPG,2005-07-11,3920,76561198071881157,0,Sid Meiers Pirates,1.0
Action,2004-11-01,320,NoTimeToWastHere,131,HalfLife 2 Deathmatch,1.0
Indie,2012-08-10,209270,76561198071883919,99,Hero Academy,1.0
Action,2009-11-16,550,76561198071884867,1215,Left 4 Dead 2,1.0
Indie,2006-11-29,4000,76561198071885407,1063,Garrys Mod,1.0
Action,2012-09-17,49520,76561198071885709,752,Borderlands 2,1.0
Action,2008-10-21,12200,ggbie,1418,Bully Scholarship Edition,1.0
Action,2013-12-11,252490,76561198071892149,3003,Rust,1.0
Indie,2006-11-29,4000,76561198071894670,358,Garrys Mod,1.0
Action,2004-11-01,240,76561198071896910,311,CounterStrike Source,2.0
Adventure,2003-11-19,32370,76561198071897388,179,STAR WARS  Knights of the Old Republic,1.0
Indie,2006-11-29,4000,antarcticwalrus,1986,Garrys Mod,1.0
Action,2017-07-07,304930,76561198071897778,66,Unturned,1.0
Action,2011-05-16,105600,76561198071899913,215,Terraria,1.0
Indie,2006-11-29,4000,Daedalus25,406,Garrys Mod,1.0
Action,2006-10-25,2100,76561198071901614,130,Dark Messiah of Might amp Magic,1.0
Action,2011-06-14,99900,76561198071904512,6178,Spiral Knights,1.0
Action,2011-05-16,105600,76561198071907909,2878,Terraria,2.0
Strategy,2010-09-21,8930,76561198071909792,8,Sid Meiers Civilization V,1.0
Action,2009-11-16,550,76561198071910701,11031,Left 4 Dead 2,1.0
Action,2001-06-01,40,acute_kitten,92,Deathmatch Classic,2.0
Indie,2006-11-29,4000,RagerCraft,6022,Garrys Mod,2.0
Action,2009-11-16,550,d4n0d0r3,10682,Left 4 Dead 2,2.0
Indie,2006-11-29,4000,76561198071918854,879,Garrys Mod,1.0
Action,2012-07-30,201790,edmartin,252,Orcs Must Die 2,2.0
RPG,2009-10-13,22370,76561198071919174,0,Fallout 3 Game of the Year Edition,1.0
Indie,2006-11-29,4000,Meepperoni,4735,Garrys Mod,1.0
Action,2017-07-07,304930,76561198071921353,1245,Unturned,1.0
RPG,2009-10-13,22370,Sweg000Sweg,624,Fallout 3 Game of the Year Edition,1.0
Action,2004-11-01,240,ShutUpAndGame,6052,CounterStrike Source,2.0
Indie,2006-11-29,4000,ash2554,2592,Garrys Mod,1.0
Action,2013-03-25,230410,jmatias02,40,Warframe,1.0
Indie,2006-11-29,4000,76561198071931545,842,Garrys Mod,1.0
Action,2012-08-21,730,76561198071941243,5077,CounterStrike Global Offensive,1.0
Action,2006-05-30,6860,tronreeper,797,Hitman Blood Money,1.0
Action,2004-11-16,220,BigVisKing,474,HalfLife 2,1.0
Action,2004-11-16,220,ShrekWillLoveYou,2,HalfLife 2,1.0
Action,2009-11-16,550,potativation,159,Left 4 Dead 2,1.0
Action,2011-05-16,105600,76561198071949176,4050,Terraria,1.0
Indie,2006-11-29,4000,tomooo1,30946,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071952607,10436,Garrys Mod,1.0
Action,2017-10-17,291550,duhman1,840,Brawlhalla,1.0
Action,2014-05-01,244630,76561198071956023,20,NEOTOKYO,1.0
Action,2009-11-16,550,76561198071957733,2511,Left 4 Dead 2,1.0
Indie,2006-11-29,4000,CynderRain,1002,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198071962733,34503,Garrys Mod,1.0
Action,2004-11-01,240,76561198071964203,440,CounterStrike Source,1.0
Action,2004-11-16,220,LaTizi,138,HalfLife 2,1.0
Strategy,2012-06-20,97330,76561198071964876,6403,Magic The Gathering  Duels of the Planeswalkers 2013,1.0
Action,2011-04-18,620,76561198071966019,476,Portal 2,1.0
Action,2011-05-16,105600,76561198071967713,9156,Terraria,1.0
Indie,2006-11-29,4000,76561198071968251,64,Garrys Mod,1.0
Action,2017-07-07,304930,76561198071970123,5445,Unturned,1.0
Action,2004-11-01,240,76561198071972124,278,CounterStrike Source,2.0
Action,2012-06-27,17080,76561198071973659,1,Tribes Ascend,1.0
Action,2010-09-23,50620,76561198071973985,0,Darksiders,1.0
Action,2009-11-16,550,76561198071975115,11,Left 4 Dead 2,1.0
Action,2012-08-21,730,76561198071975375,6811,CounterStrike Global Offensive,1.0
Action,2004-11-01,240,TheThriller,13,CounterStrike Source,2.0
Indie,2006-11-29,4000,Tcing,3038,Garrys Mod,2.0
Action,2012-09-17,49520,Aeldoar,6121,Borderlands 2,1.0
Action,2011-09-28,113200,76561198071985139,1020,The Binding of Isaac,1.0
Action,2011-05-16,105600,76561198071990099,4907,Terraria,1.0
Indie,2006-11-29,4000,76561198071990732,4578,Garrys Mod,1.0
Action,2004-11-01,240,zachisafuckwit,1247,CounterStrike Source,1.0
RPG,2009-10-13,22370,76561198071994379,189,Fallout 3 Game of the Year Edition,1.0
Action,2004-11-01,320,catsarebomb,13,HalfLife 2 Deathmatch,1.0
Action,2011-09-28,113200,76561198071998563,25113,The Binding of Isaac,1.0
Action,2011-10-20,24240,76561198072001433,1437,PAYDAY The Heist,1.0
Action,2004-11-01,240,MrSquash,303,CounterStrike Source,1.0
Action,2012-08-21,730,EnthusiasmNeeded,1340,CounterStrike Global Offensive,1.0
Action,2008-11-18,17430,luciahumada,537,Need for Speed Undercover,1.0
Indie,2006-11-29,4000,76561198072014553,1568,Garrys Mod,1.0
Action,2004-11-01,240,sittinglyra,0,CounterStrike Source,1.0
Action,2011-11-03,71340,76561198072023996,1482,Sonic Generations Collection,2.0
Action,2011-05-16,105600,76561198072024713,22,Terraria,1.0
Action,2011-01-25,42910,76561198072025160,220,Magicka,1.0
Indie,2006-11-29,4000,76561198072026889,3234,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198072028982,2476,Garrys Mod,1.0
Free to Play,2013-02-27,222520,76561198072030570,44,Champions of Regnum,2.0
Action,2012-11-12,202970,76561198072031224,1099,Call of Duty Black Ops II,1.0
Action,2012-09-17,49520,76561198072031473,9390,Borderlands 2,1.0
Action,2017-08-24,301520,legoman5000,959,Robocraft,1.0
Indie,2006-11-29,4000,mindtty66,6224,Garrys Mod,2.0
Action,2000-11-01,10,76561198072043722,78,CounterStrike,2.0
Action,2012-09-17,49520,76561198072045633,12545,Borderlands 2,1.0
Indie,2006-11-29,4000,MTTHimself,36,Garrys Mod,1.0
Indie,2006-11-29,4000,fckmyass,484,Garrys Mod,1.0
Indie,2006-11-29,4000,itchiwawa,102,Garrys Mod,2.0
Indie,2006-11-29,4000,TBGKing24,43,Garrys Mod,1.0
Casual,2010-11-22,31280,76561198072051395,782,Poker Night at the Inventory,1.0
Action,2000-11-01,10,asvii,0,CounterStrike,1.0
Action,2014-05-09,265630,76561198072052505,178,Fistful of Frags,1.0
Action,2004-11-16,220,76561198072053388,1110,HalfLife 2,1.0
Action,2010-06-24,34830,76561198072058364,776,Sniper Ghost Warrior,1.0
Action,2009-11-16,550,76561198072058972,4959,Left 4 Dead 2,1.0
Action,2009-11-16,550,76561198072059739,1683,Left 4 Dead 2,1.0
Action,2004-11-01,240,Chinein,57,CounterStrike Source,1.0
Action,2017-07-07,304930,76561198072063649,124,Unturned,1.0
Indie,2006-11-29,4000,cacahank,1232,Garrys Mod,1.0
Action,2010-03-02,24960,76561198072066681,886,Battlefield Bad Company 2,1.0
Action,2012-08-21,730,76561198072066908,343,CounterStrike Global Offensive,1.0
Action,2012-11-20,218230,76561198072066963,0,PlanetSide 2,1.0
Indie,2006-11-29,4000,Skordeman,22388,Garrys Mod,2.0
Action,2009-11-16,550,76561198072068872,931,Left 4 Dead 2,1.0
Action,2010-09-08,57300,76561198072071427,255,Amnesia The Dark Descent,1.0
Action,2012-09-17,49520,76561198072071654,178,Borderlands 2,1.0
Indie,2006-11-29,4000,76561198072072834,19,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198072073331,528,Garrys Mod,1.0
Action,2000-11-01,10,xeomap001,842,CounterStrike,2.0
Action,2004-11-01,240,76561198072078175,284,CounterStrike Source,1.0
Indie,2006-11-29,4000,FireJacko1,537,Garrys Mod,0.0
Action,2004-11-01,240,76561198072080244,21227,CounterStrike Source,1.0
Action,2011-09-28,113200,76561198072081902,452,The Binding of Isaac,1.0
Action,2011-06-21,21100,76561198072082228,380,FEAR 3,1.0
Indie,2006-11-29,4000,76561198072082414,1347,Garrys Mod,1.0
Action,2011-05-16,105600,76561198072084830,1765,Terraria,1.0
Action,2012-08-21,730,76561198072087155,8498,CounterStrike Global Offensive,1.0
Action,2007-10-10,400,yacobson,296,Portal,1.0
Action,2004-11-01,240,plskeelkan,2028,CounterStrike Source,1.0
Action,2012-09-17,49520,76561198072088500,2170,Borderlands 2,2.0
Action,2004-11-01,240,76561198072089331,977,CounterStrike Source,1.0
Action,2013-04-25,223710,76561198072091374,0,Cry of Fear,1.0
Action,2000-11-01,60,76561198072092430,13,Ricochet,1.0
Indie,2006-11-29,4000,76561198072092450,8832,Garrys Mod,1.0
Action,2012-09-17,49520,76561198072094687,581,Borderlands 2,1.0
Indie,2006-11-29,4000,76561198072100221,425,Garrys Mod,1.0
Action,2004-11-01,240,76561198072100432,0,CounterStrike Source,1.0
Action,2013-04-19,233720,76561198072110631,68,Surgeon Simulator,1.0
Action,2012-08-21,730,76561198072111622,93863,CounterStrike Global Offensive,1.0
Action,2010-07-12,300,76561198072112037,987,Day of Defeat Source,1.0
Action,2009-11-16,550,76561198072112258,997,Left 4 Dead 2,1.0
Indie,2012-03-16,207250,76561198072114206,1,Cubemen,1.0
Adventure,2012-11-20,208480,76561198072115446,4,Assassins Creed III,1.0
Action,2011-04-18,620,lwxlch,2280,Portal 2,1.0
Simulation,2006-10-26,2700,Euronymous_,1571,RollerCoaster Tycoon 3 Platinum,1.0
Indie,2006-11-29,4000,19820182123,58076,Garrys Mod,1.0
Indie,2006-11-29,4000,Apex_Plays,1453,Garrys Mod,0.0
Indie,2006-11-29,4000,76561198072123047,2460,Garrys Mod,1.0
Action,2012-11-12,202970,76561198072123922,47,Call of Duty Black Ops II,1.0
Indie,2006-11-29,4000,76561198072126118,201,Garrys Mod,2.0
Indie,2006-11-29,4000,76561198072127762,5027,Garrys Mod,1.0
Action,2012-08-21,730,76561198072128387,35032,CounterStrike Global Offensive,1.0
Action,2004-11-16,220,smylieix,0,HalfLife 2,1.0
Adventure,2012-04-24,207610,76561198072132890,2162,The Walking Dead,1.0
Indie,2008-02-15,12900,PajaSampoerna,651,AudioSurf,1.0
Action,2004-11-01,240,76561198072135272,925,CounterStrike Source,0.0
Indie,2006-11-29,4000,76561198072136577,10031,Garrys Mod,1.0
Action,2012-11-12,202970,76561198072138130,2905,Call of Duty Black Ops II,1.0
Indie,2006-11-29,4000,jack91929394,20928,Garrys Mod,1.0
Action,2012-08-21,730,76561198072146356,4121,CounterStrike Global Offensive,1.0
Indie,2006-11-29,4000,kiminokawaiisenpai,4890,Garrys Mod,1.0
Action,2011-05-16,105600,76561198072148323,10756,Terraria,1.0
Simulation,2009-06-02,47890,76561198072150046,9013,The Sims 3,1.0
Action,2012-08-21,730,76561198072151803,55003,CounterStrike Global Offensive,0.0
Action,2004-11-01,240,76561198072153869,94,CounterStrike Source,1.0
Action,2004-11-16,220,76561198072155632,600,HalfLife 2,1.0
Indie,2006-11-29,4000,alexsandroo,2037,Garrys Mod,1.0
Indie,2006-11-29,4000,76561198072157852,1158,Garrys Mod,1.0
Casual,2010-11-22,31280,76561198072158352,106,Poker Night at the Inventory,1.0
Indie,2006-11-29,4000,76561198072161506,3813,Garrys Mod,1.0
Action,2006-09-11,4560,117a2,187,Company of Heroes  Legacy Edition,1.0
Indie,2006-11-29,4000,supercake1000,580,Garrys Mod,1.0
Action,2012-12-12,224540,76561198072165285,5273,Ace of Spades Battle Builder,1.0
Action,2012-09-26,204360,76561198072171368,604,Castle Crashers,1.0
Action,2004-11-01,240,76561198072171461,651,CounterStrike Source,0.0
Action,2011-05-16,105600,76561198072171484,336,Terraria,2.0
Indie,2006-11-29,4000,luxayo,5807,Garrys Mod,2.0
Action,2004-11-01,240,HyannnHeeee,14,CounterStrike Source,0.0
Action,2012-09-26,204360,76561198072177572,849,Castle Crashers,1.0
Action,2010-11-09,42700,76561198072185644,54,Call of Duty Black Ops,1.0
Action,2010-03-23,8190,76561198072188207,95,Just Cause 2,1.0
Action,2009-11-16,550,76561198072189360,820,Left 4 Dead 2,1.0
Indie,2006-11-29,4000,76561198072190060,927,Garrys Mod,1.0
Indie,2006-11-29,4000,124653tf,2519,Garrys Mod,1.0
Action,2004-11-01,240,76561198072193339,48,CounterStrike Source,1.0
Action,2010-07-12,300,sev-,88,Day of Defeat Source,1.0
Indie,2006-11-29,4000,76561198072194286,22093,Garrys Mod,1.0
Action,2012-09-20,200710,76561198072198691,1490,Torchlight II,1.0
Adventure,2014-07-25,298260,76561198072199166,285,Only If,2.0
Indie,2008-10-13,22000,flat313line,25,World of Goo,1.0
Action,2004-11-01,240,76561198072201631,110,CounterStrike Source,1.0
Action,2004-11-01,240,TheVanQuish,5325,CounterStrike Source,1.0
Action,2004-11-01,240,76561198072215699,64,CounterStrike Source,1.0
Action,1999-04-01,20,Egames101,90,Team Fortress Classic,2.0
