user_id,steam_id,playtime_forever,id
76561198078912314,76561198078912314,0,0
76561198078914897,76561198078914897,0,0
76561198078915112,76561198078915112,0,205790
76561198078917043,76561198078917043,5479,4000
76561198078917864,76561198078917864,60,205790
theshatay,76561198078918178,0,0
76561198078919721,76561198078919721,362,17470
76561198078921240,76561198078921240,0,333930
76561198078922054,76561198078922054,351,209080
76561198078925993,76561198078925993,0,0
orphanz,76561198078938900,507,70
76561198078941099,76561198078941099,263,320
going_rover,76561198078942424,298,240
76561198078948191,76561198078948191,18261,24010
76561198078948288,76561198078948288,725,7940
76561198078950511,76561198078950511,0,205790
mareoepic,76561198078952104,67,4000
fnark1,76561198078952274,420,218680
76561198078957380,76561198078957380,1550,4000
massecrz,76561198078959682,14453,4000
almondkung,76561198078962127,5345,4000
76561198078970200,76561198078970200,0,0
3546873516354,76561198078971173,0,0
76561198078971326,76561198078971326,6743,304930
76561198078974837,76561198078974837,0,4000
bankzy04271997,76561198078978151,167,33910
76561198078978696,76561198078978696,124,202970
76561198078980080,76561198078980080,5685,105600
playercommunity,76561198078984306,35850,4000
76561198078985029,76561198078985029,52,6860
76561198078986302,76561198078986302,0,205790
76561198078986431,76561198078986431,12588,72850
76561198078986822,76561198078986822,0,0
thejumpmaster3,76561198078987394,0,313730
76561198078990023,76561198078990023,9121,8930
76561198078991990,76561198078991990,111,70000
rileydavies,76561198078994513,0,205790
76561198078994779,76561198078994779,12,205790
76561198078995315,76561198078995315,0,205790
76561198078996498,76561198078996498,467,730
AllyJacqui,76561198078996791,76,240
76561198078997225,76561198078997225,0,205790
76561198078997542,76561198078997542,28175,4000
76561198078998224,76561198078998224,981,99900
76561198078998805,76561198078998805,4846,4000
skylanders04,76561198079000701,0,205790
turtlearmy,76561198079001914,64,10
76561198079002753,76561198079002753,0,0
ayylmao27,76561198079002835,75,4760
connormok,76561198079003268,5359,4000
76561198079003665,76561198079003665,2606,620
caiogomes,76561198079006314,2632,4000
76561198079009947,76561198079009947,0,320
Dylzza,76561198079010642,10793,4000
76561198079010801,76561198079010801,372,72850
76561198079012411,76561198079012411,0,0
76561198079014696,76561198079014696,117,1200
76561198079015609,76561198079015609,158,17470
76561198079018144,76561198079018144,0,205790
76561198079018216,76561198079018216,100,3920
76561198079018473,76561198079018473,444,240
aimanhaqeem,76561198079018895,50077,4000
76561198079021595,76561198079021595,115,550
76561198079022320,76561198079022320,0,0
76561198079024139,76561198079024139,92,224540
76561198079024469,76561198079024469,26,4000
deadamir2,76561198079025509,5996,4000
76561198079025630,76561198079025630,20597,4000
76561198079028962,76561198079028962,0,0
76561198079036906,76561198079036906,1379,207610
76561198079041508,76561198079041508,70,236390
that_kidd1,76561198079042306,0,0
76561198079045183,76561198079045183,88,218640
76561198079054038,76561198079054038,973,1250
76561198079060357,76561198079060357,0,205790
xFUSii0N,76561198079064081,551,4000
Lira_Ashcorp,76561198079064873,94412,4000
76561198079067988,76561198079067988,3445,220
76561198079069001,76561198079069001,517,200260
76561198079078423,76561198079078423,0,0
76561198079090003,76561198079090003,0,205790
76561198079090211,76561198079090211,0,0
76561198079090449,76561198079090449,0,4000
76561198079091421,76561198079091421,1,205790
DANKVEGE,76561198079091626,496,300
76561198079093740,76561198079093740,359,205790
76561198079096218,76561198079096218,0,0
76561198079099773,76561198079099773,4820,4000
76561198079100695,76561198079100695,0,0
76561198079102512,76561198079102512,62,24780
76561198079107923,76561198079107923,0,205790
76561198079108526,76561198079108526,46,20
76561198079108766,76561198079108766,0,0
76561198079110505,76561198079110505,2693,4000
76561198079111385,76561198079111385,81831,4000
76561198079112334,76561198079112334,51,204300
76561198079115969,76561198079115969,227,240
76561198079116771,76561198079116771,0,205790
76561198079117055,76561198079117055,178,70000
76561198079117993,76561198079117993,2500,550
screambrulee,76561198079121483,0,0
abbieluna,76561198079122244,0,205790
theevilprincess,76561198079122270,25,113200
76561198079124440,76561198079124440,658,220
76561198079126248,76561198079126248,3500,4000
76561198079127012,76561198079127012,0,17080
76561198079127653,76561198079127653,0,223710
76561198079129735,76561198079129735,0,0
76561198079130366,76561198079130366,556,620
76561198079130602,76561198079130602,0,205790
76561198079130918,76561198079130918,0,0
76561198079131710,76561198079131710,0,0
devildo_baggins,76561198079132475,0,3920
76561198079132774,76561198079132774,3006,219640
76561198079133511,76561198079133511,56,240
76561198079137635,76561198079137635,0,240
76561198079138280,76561198079138280,0,220
76561198079139043,76561198079139043,0,205790
76561198079139922,76561198079139922,269,24240
76561198079140101,76561198079140101,0,0
76561198079140628,76561198079140628,0,0
76561198079140987,76561198079140987,27148,105600
76561198079142162,76561198079142162,13940,4000
76561198079142740,76561198079142740,0,0
76561198079146196,76561198079146196,0,0
bradley2765,76561198079147544,929,12210
76561198079149720,76561198079149720,83517,4000
76561198079152214,76561198079152214,32289,35450
Bestyzazaka,76561198079153529,249,220
76561198079156077,76561198079156077,9010,1250
yammyganggang,76561198079157514,627,47870
76561198079159782,76561198079159782,0,208090
76561198079167607,76561198079167607,1,10180
76561198079169130,76561198079169130,3327,207230
76561198079169255,76561198079169255,3123,208090
ninja_kimio,76561198079170479,14218,4000
Beep-Boy,76561198079185388,0,0
76561198079185577,76561198079185577,16,205790
76561198079197692,76561198079197692,1436,12210
76561198079197993,76561198079197993,0,205790
120445,76561198079198888,2473,4000
axekeysmiff,76561198079203747,10126,4000
76561198079203921,76561198079203921,2405,4000
76561198079204391,76561198079204391,5031,4000
76561198079206319,76561198079206319,0,0
fuckedyasister,76561198079207235,86,4000
solival,76561198079207771,0,3920
76561198079208146,76561198079208146,0,205790
76561198079211374,76561198079211374,2107,105600
76561198079212211,76561198079212211,0,0
76561198079213108,76561198079213108,0,312990
76561198079214721,76561198079214721,69,7210
dompec02,76561198079215808,0,0
76561198079218488,76561198079218488,0,0
76561198079220144,76561198079220144,0,0
76561198079221653,76561198079221653,698,4000
76561198079222199,76561198079222199,0,304930
76561198079225059,76561198079225059,0,205790
76561198079228100,76561198079228100,11,500
76561198079233000,76561198079233000,397,202970
76561198079233065,76561198079233065,0,247120
76561198079236227,76561198079236227,670,220
Kaaokin,76561198079236708,0,205790
76561198079237545,76561198079237545,62,205790
76561198079238451,76561198079238451,243,32370
hotterthanfriction,76561198079238717,106,300
mlg99axo,76561198079239927,0,0
76561198079240069,76561198079240069,283,4000
76561198079240799,76561198079240799,813,386360
76561198079243516,76561198079243516,363,4000
76561198079244127,76561198079244127,0,0
76561198079245307,76561198079245307,86,4000
76561198079245701,76561198079245701,251,220
muddabacon,76561198079247184,0,0
2813124704213241234,76561198079253115,0,0
76561198079253190,76561198079253190,1090,10
76561198079254183,76561198079254183,658,240
76561198079260534,76561198079260534,0,205790
76561198079263488,76561198079263488,835,550
76561198079263744,76561198079263744,2103,4000
76561198079264735,76561198079264735,387,1250
76561198079275068,76561198079275068,0,205790
76561198079275915,76561198079275915,0,0
76561198079286481,76561198079286481,0,0
76561198079286788,76561198079286788,5570,24010
76561198079287373,76561198079287373,6834,550
zeronacho,76561198079289193,105,21100
Luke_Hillis_,76561198079295602,3364,20840
76561198079298700,76561198079298700,0,0
76561198079298759,76561198079298759,6282,4000
acutepenguin,76561198079301614,339,32800
76561198079302033,76561198079302033,0,0
kyle420blazeit,76561198079302180,1613,4000
76561198079302538,76561198079302538,0,0
76561198079303960,76561198079303960,0,205790
76561198079304499,76561198079304499,18,31280
76561198079304809,76561198079304809,0,1200
76561198079309278,76561198079309278,0,0
76561198079309641,76561198079309641,14587,72850
76561198079314712,76561198079314712,0,205790
76561198079315562,76561198079315562,1214,3900
76561198079316737,76561198079316737,8204,72850
76561198079317153,76561198079317153,451,4000
76561198079318392,76561198079318392,739,218680
76561198079321688,76561198079321688,408,220
beerusthedestroyer,76561198079321800,860,550
NoobsAreUs,76561198079323840,1166,224540
76561198079324143,76561198079324143,7317,4000
Frankaay,76561198079324560,9,240
76561198079326088,76561198079326088,0,205790
8721701,76561198079327027,1373,108700
76561198079327423,76561198079327423,2038,205790
76561198079327689,76561198079327689,0,0
76561198079328428,76561198079328428,0,205790
76561198079328736,76561198079328736,57524,4000
76561198079329884,76561198079329884,1176,4000
LelVIII,76561198079330112,601,400
TotallyHetero,76561198079330282,4153,4000
76561198079330808,76561198079330808,329,223710
76561198079331203,76561198079331203,353,4000
SolsticeEquinox,76561198079331219,4795,4000
FlashBackTitan,76561198079331577,1181,240
FYIlikestf2,76561198079332858,205,8600
76561198079333225,76561198079333225,3,240
76561198079333513,76561198079333513,8507,550
76561198079333907,76561198079333907,19,50620
76561198079333911,76561198079333911,0,12120
76561198079334009,76561198079334009,3457,219640
76561198079335006,76561198079335006,81,4000
76561198079335081,76561198079335081,557,220
76561198079335526,76561198079335526,63,207230
LeGuxM,76561198079335601,35,320
76561198079335720,76561198079335720,0,0
76561198079335888,76561198079335888,0,0
76561198079335916,76561198079335916,7612,4000
76561198079337114,76561198079337114,5,205790
MGbillang,76561198079337636,33328,4000
76561198079337749,76561198079337749,16710,72850
76561198079338188,76561198079338188,0,0
RH999ICE,76561198079338773,2960,240
76561198079339411,76561198079339411,0,10
76561198079339626,76561198079339626,130,4000
76561198079339688,76561198079339688,406,17410
trainlover38,76561198079339790,2934,50
76561198079340368,76561198079340368,0,0
76561198079340428,76561198079340428,0,0
76561198079341510,76561198079341510,5292,9480
DrCptCat,76561198079342697,6,240
76561198079343052,76561198079343052,3188,40950
76561198079343391,76561198079343391,0,205790
76561198079343881,76561198079343881,0,0
bunny-boo,76561198079345032,0,205790
76561198079345245,76561198079345245,102,24960
76561198079345306,76561198079345306,0,0
flaming_ninja27,76561198079345527,12,20
76561198079345624,76561198079345624,137945,4000
76561198079345697,76561198079345697,131,240
The_1_N_Onlyy,76561198079345820,40,240
76561198079347059,76561198079347059,4,202970
OhBabbyATripple,76561198079347083,214,240
24681256447,76561198079347276,893,4000
76561198079347520,76561198079347520,997,4000
equiinax,76561198079347810,929,240
76561198079348389,76561198079348389,1031,240
76561198079348474,76561198079348474,0,0
76561198079348752,76561198079348752,0,0
EL3CTRIC_GH0UL,76561198079348877,861,3830
76561198079349090,76561198079349090,9204,4000
pixelvox,76561198079349233,335,240
GreenTigerGaming,76561198079350799,2541,240
76561198079351843,76561198079351843,0,205790
76561198079352665,76561198079352665,379,204360
76561198079353526,76561198079353526,1381,550
119922883377446655123456789,76561198079353626,230,15120
76561198079354188,76561198079354188,0,0
Malaysia3420,76561198079354824,14591,4000
LukeIsFukinAwesome,76561198079354982,4400,72850
76561198079355573,76561198079355573,279,65800
76561198079355713,76561198079355713,0,1200
EnviousPvP,76561198079356726,2,12210
76561198079357946,76561198079357946,4334,4000
Ratmanic,76561198079357961,2933,72850
76561198079358158,76561198079358158,0,205790
mistowl,76561198079358271,292,42680
76561198079358276,76561198079358276,79,4000
76561198079358745,76561198079358745,1868,6000
76561198079359338,76561198079359338,3996,49520
76561198079359418,76561198079359418,0,205790
76561198079359511,76561198079359511,0,205790
76561198079361830,76561198079361830,45,304930
MaxM8CSGO,76561198079363428,1344,4000
76561198079364238,76561198079364238,193,240
76561198079364311,76561198079364311,45,219740
13371337133713337,76561198079366614,2014,202970
76561198079366866,76561198079366866,1426,4000
76561198079366912,76561198079366912,0,10
76561198079369970,76561198079369970,10,8190
76561198079370050,76561198079370050,80276,4000
76561198079370585,76561198079370585,0,0
76561198079371510,76561198079371510,0,200210
76561198079373008,76561198079373008,0,0
76561198079373364,76561198079373364,461,219740
76561198079373395,76561198079373395,1818,22330
420_Blaze_It_Fgt,76561198079374853,0,205790
Blackymcblack,76561198079381248,19,220
blazeyadeadhomie,76561198079381294,6231,4000
76561198079382175,76561198079382175,4360,4000
76561198079389880,76561198079389880,0,224600
76561198079391109,76561198079391109,0,0
76561198079392067,76561198079392067,3804,4000
76561198079392539,76561198079392539,1,33910
76561198079394997,76561198079394997,0,205790
76561198079396315,76561198079396315,1,247120
76561198079396542,76561198079396542,3376,4000
76561198079399582,76561198079399582,0,0
76561198079404821,76561198079404821,194,209730
darb22,76561198079405193,824,33910
76561198079406840,76561198079406840,0,0
76561198079418391,76561198079418391,455,227100
Loggie,76561198079418471,6297,65800
76561198079424128,76561198079424128,13,240
76561198079425354,76561198079425354,0,0
76561198079428255,76561198079428255,0,40950
76561198079429829,76561198079429829,39764,4000
76561198079432360,76561198079432360,4007,8930
bonkers122,76561198079436270,96,38700
matrix1234,76561198079438874,0,205790
76561198079442264,76561198079442264,44867,4000
76561198079445893,76561198079445893,32,32360
76561198079450256,76561198079450256,0,0
76561198079451322,76561198079451322,0,205790
zehterminator,76561198079460987,24513,4000
jasonthehalfrobot,76561198079465316,192,33900
76561198079466609,76561198079466609,9921,4000
76561198079467544,76561198079467544,115,70
Sat0ss,76561198079471025,150,10180
76561198079471648,76561198079471648,71,4000
76561198079471655,76561198079471655,7764,4000
76561198079472218,76561198079472218,1404,33900
76561198079472658,76561198079472658,128,620
76561198079474710,76561198079474710,2340,17480
CARAMELBLU,76561198079476829,1647,304930
76561198079476883,76561198079476883,1965,4000
76561198079477693,76561198079477693,958,240
damo77,76561198079479076,2378,4000
76561198079480004,76561198079480004,3456,6060
76561198079480207,76561198079480207,0,0
76561198079480538,76561198079480538,0,0
76561198079488970,76561198079488970,1971,4000
76561198079490599,76561198079490599,0,0
76561198079492671,76561198079492671,122,17410
76561198079492797,76561198079492797,0,0
SOPHIAROSE,76561198079494452,1926,224260
76561198079494965,76561198079494965,2742,240
therealsupah,76561198079495123,4685,550
damwdpoa,76561198079496941,16592,4000
lawcross013,76561198079498100,98,42910
76561198079498946,76561198079498946,26607,4000
76561198079499177,76561198079499177,0,0
76561198079499295,76561198079499295,4188,72850
76561198079500852,76561198079500852,0,0
TheyCallMescruffy,76561198079501901,59106,4000
76561198079502171,76561198079502171,910,4000
76561198079502348,76561198079502348,1013,620
76561198079505776,76561198079505776,341,4000
76561198079507136,76561198079507136,27044,730
NikhilFifa,76561198079507757,0,17470
76561198079507923,76561198079507923,409,200210
76561198079508747,76561198079508747,802,105600
76561198079510076,76561198079510076,1924,220
76561198079510528,76561198079510528,63,202970
76561198079510994,76561198079510994,22,240
sp00kighost,76561198079511208,6534,4000
76561198079514634,76561198079514634,0,0
76561198079515135,76561198079515135,16,240
76561198079516385,76561198079516385,184,105600
ELAgusslendy,76561198079516891,4966,4000
76561198079518471,76561198079518471,940,4000
76561198079518488,76561198079518488,668,240
76561198079518744,76561198079518744,4482,4000
bigheadhead_sucks,76561198079520339,12263,105600
76561198079521022,76561198079521022,0,0
lynchyknight1,76561198079521130,66965,730
Skupy,76561198079521188,1264,220
PreShiftBeta,76561198079521640,0,0
76561198079522604,76561198079522604,4172,550
76561198079522650,76561198079522650,2568,1250
STREETMACH1NE,76561198079523897,446,4000
andyloveerin,76561198079524365,1509,47870
76561198079526431,76561198079526431,0,0
76561198079527535,76561198079527535,0,205790
Another_pie,76561198079529365,11,20
76561198079529622,76561198079529622,0,0
76561198079530639,76561198079530639,1113,42160
kehlancg,76561198079530816,60,42680
76561198079531065,76561198079531065,91,400
76561198079531749,76561198079531749,205,211820
76561198079531892,76561198079531892,15,20900
szalonyguziec,76561198079532413,0,1250
76561198079533912,76561198079533912,319,4000
76561198079535340,76561198079535340,603,24240
basedgohan,76561198079539047,255,105600
76561198079539487,76561198079539487,0,0
76561198079539862,76561198079539862,0,205790
76561198079541410,76561198079541410,816,220
DanielHaining,76561198079541995,1042,24010
EnemyBorn,76561198079542793,0,0
76561198079543103,76561198079543103,915,208480
76561198079545764,76561198079545764,0,0
76561198079546011,76561198079546011,0,0
76561198079546186,76561198079546186,554,240
76561198079547006,76561198079547006,10665,4000
76561198079547383,76561198079547383,3988,1250
76561198079549727,76561198079549727,55,24780
76561198079550107,76561198079550107,108,219640
76561198079553374,76561198079553374,0,205790
76561198079553526,76561198079553526,0,0
76561198079553666,76561198079553666,0,0
76561198079553864,76561198079553864,1224,240
76561198079555149,76561198079555149,2023,219640
76561198079556554,76561198079556554,5954,4000
76561198079557189,76561198079557189,33,211820
76561198079558970,76561198079558970,678,11330
76561198079560103,76561198079560103,0,0
76561198079562239,76561198079562239,0,0
jamesbondseanconnery,76561198079565762,100,220
76561198079568518,76561198079568518,0,0
76561198079571076,76561198079571076,5038,4000
jyrvnn,76561198079577568,0,0
76561198079580634,76561198079580634,513,208090
Happie2,76561198079580665,262,219640
76561198079584462,76561198079584462,1265,4000
shivermysprinkler,76561198079586767,3024,105600
76561198079587532,76561198079587532,0,0
76561198079587583,76561198079587583,0,0
76561198079594025,76561198079594025,0,0
ryth1197,76561198079594567,13,240
76561198079600879,76561198079600879,0,205790
76561198079603688,76561198079603688,1016,55230
76561198079607015,76561198079607015,13444,4000
76561198079615130,76561198079615130,1014,224540
skortex,76561198079616608,10,240
76561198079618887,76561198079618887,99249,240
sesonska,76561198079619201,133,12210
76561198079622150,76561198079622150,0,0
76561198079622433,76561198079622433,4280,24780
76561198079625958,76561198079625958,0,0
76561198079627758,76561198079627758,0,205790
OHMEGA101,76561198079628463,0,0
76561198079632458,76561198079632458,357,40800
tokirix,76561198079633674,0,0
kitten115,76561198079635341,0,0
76561198079635467,76561198079635467,0,0
76561198079636646,76561198079636646,3,10180
76561198079637544,76561198079637544,233,105600
76561198079637978,76561198079637978,0,0
45667992,76561198079639111,0,0
76561198079642013,76561198079642013,1834,240
76561198079645920,76561198079645920,0,205790
76561198079646585,76561198079646585,0,0
pewpewnoah,76561198079646743,633,32470
76561198079648902,76561198079648902,94,42680
76561198079648961,76561198079648961,0,205790
76561198079649079,76561198079649079,0,0
76561198079649290,76561198079649290,162,20
76561198079650789,76561198079650789,0,0
76561198079651908,76561198079651908,165,209520
76561198079651914,76561198079651914,822,10090
76561198079656512,76561198079656512,892,218680
76561198079657185,76561198079657185,0,205790
76561198079657230,76561198079657230,1,33910
BassesandBoxes,76561198079657911,447,4000
76561198079658718,76561198079658718,2816,218680
76561198079659084,76561198079659084,120,219640
jamdoughnut58,76561198079659790,0,205790
76561198079663499,76561198079663499,587,230410
76561198079666382,76561198079666382,0,0
pono55,76561198079668789,35,2280
AnalPound,76561198079669557,0,0
76561198079670513,76561198079670513,0,244630
76561198079670866,76561198079670866,341,271290
Kelecck,76561198079670983,0,205790
76561198079671293,76561198079671293,1858,240
datprofiledoe,76561198079672778,9471,4000
76561198079672921,76561198079672921,0,0
76561198079673206,76561198079673206,940,220
76561198079674334,76561198079674334,0,205790
JackHiggsy,76561198079676080,0,240
76561198079676322,76561198079676322,952,4000
76561198079678654,76561198079678654,1673,10500
76561198079679192,76561198079679192,0,205790
76561198079681077,76561198079681077,334,730
76561198079681921,76561198079681921,0,0
76561198079682941,76561198079682941,186,4000
76561198079683480,76561198079683480,655,550
TheGoodTheBadTheFuckUp,76561198079684505,1909,4000
76561198079685603,76561198079685603,59,39160
76561198079685960,76561198079685960,0,0
76561198079687466,76561198079687466,459,500
76561198079687617,76561198079687617,8993,4000
76561198079688360,76561198079688360,10410,218680
76561198079693504,76561198079693504,1587,4000
76561198079699965,76561198079699965,0,205790
76561198079702278,76561198079702278,1793,34330
76561198079705058,76561198079705058,309,240
76561198079711200,76561198079711200,0,205790
76561198079713693,76561198079713693,0,205790
76561198079717344,76561198079717344,10885,4000
ggnjjgbmnmnmbvbm,76561198079719390,6048,4000
ggizilixosnubs,76561198079722869,2658,240
76561198079725568,76561198079725568,467,220
76561198079734414,76561198079734414,0,205790
76561198079734541,76561198079734541,279,550
rootme,76561198079738481,0,0
76561198079739982,76561198079739982,5200,620
76561198079740551,76561198079740551,0,0
76561198079742188,76561198079742188,37,202970
76561198079744017,76561198079744017,1,33910
76561198079746028,76561198079746028,114,4000
tonsils,76561198079747718,642,2700
76561198079755370,76561198079755370,0,205790
76561198079757651,76561198079757651,9,4000
76561198079758095,76561198079758095,37,4000
76561198079759185,76561198079759185,0,0
76561198079760492,76561198079760492,4033,4000
76561198079761149,76561198079761149,25,240
dhystroyer,76561198079762833,38618,4000
willymon,76561198079763828,0,205790
76561198079764219,76561198079764219,8399,72850
stamp_ur_stampy,76561198079765696,1803,4000
76561198079771429,76561198079771429,13506,4000
76561198079777445,76561198079777445,130,21660
AndikaArcher,76561198079783679,2740,550
76561198079783937,76561198079783937,6664,550
dratini147,76561198079785670,0,205790
why-u-no-play,76561198079787018,87,218680
N00BK1LL3R,76561198079787440,747,220
bojovnici,76561198079788295,11573,8190
76561198079793675,76561198079793675,1337,4000
76561198079797122,76561198079797122,98,65800
76561198079797378,76561198079797378,304,4000
76561198079799999,76561198079799999,422,240
76561198079800232,76561198079800232,1,247120
Kapodistrias,76561198079800637,0,1200
76561198079803467,76561198079803467,0,205790
76561198079805877,76561198079805877,756,10680
76561198079807215,76561198079807215,9,240
76561198079808782,76561198079808782,0,0
76561198079808802,76561198079808802,0,0
76561198079811160,76561198079811160,0,0
76561198079820066,76561198079820066,121,240
76561198079823212,76561198079823212,976,4000
76561198079823293,76561198079823293,0,0
76561198079823782,76561198079823782,46,4000
76561198079825718,76561198079825718,7066,4000
brysanbb,76561198079833039,0,220
76561198079836691,76561198079836691,0,4000
76561198079843060,76561198079843060,0,0
DeadPoolice,76561198079843844,1319,4000
76561198079846922,76561198079846922,14055,10
76561198079857885,76561198079857885,129,220
76561198079858366,76561198079858366,0,205790
76561198079863107,76561198079863107,59,91200
76561198079863446,76561198079863446,879,4000
76561198079864561,76561198079864561,0,0
76561198079865171,76561198079865171,183,10
147751,76561198079872815,0,205790
76561198079874579,76561198079874579,0,0
BigAndySon,76561198079874728,2315,4000
76561198079875162,76561198079875162,47,42700
76561198079877225,76561198079877225,202,400
76561198079882443,76561198079882443,696,4000
76561198079882756,76561198079882756,2077,50650
IshallHaveYourNipples,76561198079884567,47,280
sdgdsgdsf,76561198079886549,0,205790
Rac00nZ,76561198079887010,15,220
76561198079888943,76561198079888943,0,0
76561198079894756,76561198079894756,0,209870
76561198079894997,76561198079894997,0,0
76561198079896833,76561198079896833,0,205790
76561198079896887,76561198079896887,3797,200510
76561198079897237,76561198079897237,9728,4000
nightres,76561198079899077,1,220
76561198079899599,76561198079899599,0,0
barnasaurus96,76561198079900516,204,70
76561198079900997,76561198079900997,0,0
xadocz,76561198079901361,4232,4000
76561198079911880,76561198079911880,396,15120
edufiori,76561198079914385,2733,10
76561198079914547,76561198079914547,2196,500
76561198079916556,76561198079916556,0,205790
76561198079917136,76561198079917136,13248,4000
76561198079920179,76561198079920179,84,105600
76561198079921952,76561198079921952,0,205790
76561198079922866,76561198079922866,11962,4000
76561198079923721,76561198079923721,0,205790
76561198079925051,76561198079925051,580,31280
76561198079927701,76561198079927701,0,0
76561198079929251,76561198079929251,333,220
76561198079933051,76561198079933051,2288,4000
76561198079935255,76561198079935255,1,205790
Balistic-Synergy,76561198079935755,7,12160
76561198079938990,76561198079938990,7668,4000
76561198079942459,76561198079942459,9,205790
broomy169,76561198079942655,0,0
76561198079946208,76561198079946208,10839,49520
76561198079952474,76561198079952474,0,33910
76561198079963331,76561198079963331,0,205790
1337leetSloth,76561198079963419,414,4000
76561198079964085,76561198079964085,114,105600
76561198079969112,76561198079969112,0,0
76561198079970376,76561198079970376,7794,4000
GoatyAcountant,76561198079970591,20036,4000
Romurdock199,76561198079970719,4499,201700
76561198079974694,76561198079974694,0,205790
76561198079976562,76561198079976562,1418,304930
ladapata,76561198079979734,53850,105600
wattfuman,76561198079980521,6111,4000
76561198079980718,76561198079980718,0,0
76561198079982333,76561198079982333,196,33910
76561198079984580,76561198079984580,12,240
76561198079985860,76561198079985860,491,4000
76561198079986661,76561198079986661,977,220
76561198079991240,76561198079991240,0,0
endel1990,76561198079992213,607,4000
76561198079993102,76561198079993102,1861,24240
76561198079994621,76561198079994621,0,205790
mattcolt,76561198079996600,6043,550
76561198080000289,76561198080000289,1,209160
76561198080000492,76561198080000492,0,0
76561198080003721,76561198080003721,931,304930
76561198080006354,76561198080006354,0,230410
76561198080007682,76561198080007682,896,240
76561198080010949,76561198080010949,12032,4000
76561198080014665,76561198080014665,0,205790
76561198080018098,76561198080018098,19437,200510
theblackseal,76561198080018590,468,240
76561198080020479,76561198080020479,600,219640
76561198080025333,76561198080025333,6138,91310
murdersauruz,76561198080026683,869,71340
76561198080027020,76561198080027020,0,0
76561198080027198,76561198080027198,16,240
76561198080027986,76561198080027986,0,0
daflaminmexican,76561198080029407,0,0
76561198080029534,76561198080029534,2239,4000
76561198080034304,76561198080034304,0,205790
76561198080035771,76561198080035771,0,205790
76561198080035919,76561198080035919,473,550
76561198080037014,76561198080037014,0,0
76561198080038043,76561198080038043,0,0
76561198080039183,76561198080039183,813,215470
catchyalater,76561198080039424,45835,4000
76561198080041462,76561198080041462,0,0
GiovannyXD,76561198080045008,126,550
76561198080046734,76561198080046734,2060,550
Runes76,76561198080047039,178,400
76561198080048154,76561198080048154,0,205790
76561198080050648,76561198080050648,256,2400
donkeysss,76561198080052100,3306,4000
GCoser,76561198080056122,14412,4000
76561198080057659,76561198080057659,0,50
76561198080057659,76561198080057659,0,50
76561198080060101,76561198080060101,2289,15620
76561198080061752,76561198080061752,0,0
LowGraphic,76561198080061810,426,4000
76561198080062005,76561198080062005,0,0
76561198080062064,76561198080062064,437,4000
DarkTwisters,76561198080065596,0,205790
76561198080067187,76561198080067187,6831,4000
76561198080069652,76561198080069652,0,0
76561198080070745,76561198080070745,0,0
76561198080071708,76561198080071708,0,0
76561198080073865,76561198080073865,1851,10
76561198080075902,76561198080075902,0,205790
76561198080076481,76561198080076481,0,0
76561198080078185,76561198080078185,962,4000
JaydenT,76561198080078399,58,4000
76561198080085590,76561198080085590,0,0
applec0re,76561198080086190,314,22600
76561198080086987,76561198080086987,0,205790
76561198080087440,76561198080087440,0,205790
76561198080088362,76561198080088362,1843,4000
76561198080088764,76561198080088764,193,33910
76561198080091016,76561198080091016,1830,4000
76561198080091227,76561198080091227,336,105600
76561198080092029,76561198080092029,2229,4000
76561198080097095,76561198080097095,0,205790
76561198080097262,76561198080097262,0,0
76561198080100321,76561198080100321,1341,220240
76561198080102429,76561198080102429,14,240
ILookedBehindTheTriclopsEye,76561198080109365,247,220
1591240764,76561198080109993,0,205790
76561198080110073,76561198080110073,175,220
Hyei525,76561198080112902,333,11340
76561198080112962,76561198080112962,0,0
76561198080113900,76561198080113900,0,205790
76561198080114716,76561198080114716,1084,4000
76561198080118589,76561198080118589,309,48000
76561198080120153,76561198080120153,0,0
ikey_,76561198080123610,221,224540
astroboy103,76561198080124320,2821,4000
76561198080125440,76561198080125440,13612,105600
76561198080127349,76561198080127349,0,205790
bobobobobobbobobo1,76561198080128533,0,205790
sensinata,76561198080128885,0,41800
76561198080131201,76561198080131201,0,0
76561198080134445,76561198080134445,3941,4000
76561198080135161,76561198080135161,0,205790
76561198080139238,76561198080139238,0,0
76561198080151626,76561198080151626,0,0
76561198080156704,76561198080156704,31,220
76561198080157313,76561198080157313,81,26800
maxibombastic,76561198080158159,760,220
3551,76561198080161912,0,0
76561198080162607,76561198080162607,0,0
76561198080175160,76561198080175160,927,4000
76561198080175859,76561198080175859,201,224540
76561198080179261,76561198080179261,14,220
76561198080179934,76561198080179934,172,209870
76561198080181640,76561198080181640,9,2400
76561198080183067,76561198080183067,0,205790
76561198080185195,76561198080185195,290,10180
76561198080186653,76561198080186653,5455,4000
76561198080188926,76561198080188926,140,219740
76561198080190315,76561198080190315,0,205790
76561198080190774,76561198080190774,0,0
76561198080191386,76561198080191386,0,0
zackdaboss,76561198080192814,0,0
76561198080197795,76561198080197795,0,0
76561198080202646,76561198080202646,0,0
76561198080202974,76561198080202974,0,0
76561198080204426,76561198080204426,0,205790
76561198080207960,76561198080207960,0,0
76561198080210718,76561198080210718,2599,105600
76561198080211431,76561198080211431,1088,4000
SleepyMate,76561198080215908,117,300
