genres,title,release_date,price,id,developer
"Casual, Indie, RPG, Strategy",Braveland Wizard,2014-12-04,6.99,333880,Tortuga Team
"Action, Strategy",Dungeon Shooter 2,2013-06-06,7.99,335440,Rabid Design Studios
"Indie, RPG, Simulation, Strategy",Hegemony Rome: The Rise of Caesar - Advanced Tactics Pack,2014-12-04,4.99,308172,Longbow Games
"Action, Casual, Indie, Racing, Sports",QR Champions: Jump Start Tournament,2014-12-04,1.99,327840,GameArt Studio GmbH
"Action, Indie, Racing",Carmageddon TDR 2000,2000-12-14,4.99,331650,Torus Games
"Indie, RPG",Fight The Dragon,2014-12-04,9.99,250560,3 Sprockets
"Simulation, Sports, Strategy",Club Manager 2015,2014-12-04,9.99,326630,BigBlaze Games
"Adventure, Casual",Demon Hunter: Chronicles from Beyond,2014-12-04,9.99,330990,Brave Giant LTD
"Action, Indie, Strategy",Fat Chicken,2014-12-04,9.99,325860,"Mighty Rabbit Studios,Relevant Games"
"Casual, Simulation",Rocksmith® 2014 – Rage Against the Machine - “Killing in the Name”,2014-12-09,2.99,271479,Ubisoft - San Francisco
Strategy,Frontline : Longest Day,2014-12-09,4.99,312400,88mm
"Casual, Simulation",Rocksmith® 2014 – Rage Against the Machine - “Wake Up”,2014-12-09,2.99,271480,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Rage Against the Machine - “Know Your Enemy”,2014-12-09,2.99,271481,Ubisoft - San Francisco
"Adventure, Indie, Sports",BasketBelle,2014-12-09,4.99,329690,Studio Bean
"Casual, Simulation",Rocksmith® 2014 – Rage Against the Machine - “Bombtrack”,2014-12-09,2.99,295063,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Rage Against the Machine - “Bulls on Parade”,2014-12-09,2.99,295066,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Rage Against the Machine - “Down Rodeo”,2014-12-09,2.99,295067,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Rage Against the Machine Song Pack (I-II),2014-12-09,15.99,295069,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Rage Against the Machine - “Renegades Of Funk”,2014-12-09,2.99,295065,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Rage Against the Machine Song Pack I,2014-12-09,9.99,295064,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Rage Against the Machine Song Pack II,2014-12-09,7.99,295068,Ubisoft - San Francisco
"Action, Adventure",Middle-earth: Shadow of Mordor - Flame of Anor Rune,2014-12-09,0.99,313375,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
"Action, Adventure",Middle-earth: Shadow of Mordor - Flesh Burners Warband,2014-12-09,1.99,318414,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
"Action, Adventure, Indie",Yury,2014-12-09,1.99,321950,Cubic Pie
"Adventure, Indie, RPG, Strategy",Dungeonmans,2014-12-09,14.99,288120,Adventurepro Games LLC
"Adventure, Indie",Imagine Me,2014-03-14,2.99,265670,KinifiGames LLC
"Adventure, Casual, Indie",Flyhunter Origins,2014-12-10,3.99,300620,Steel Wool Games
"Strategy, Early Access",1953: NATO vs Warsaw Pact,2014-11-11,19.99,325470,Wastelands Interactive
"Casual, Indie, RPG",Adventurer Manager,2014-12-04,4.99,280320,Vigilant Addiction Studios
"Casual, Indie, RPG, Simulation",Adventurer Manager - Original Soundtrack,2014-12-04,1.99,295560,Vigilant Addiction Studios
Adventure,Corto Maltese - Secrets of Venice,2014-12-04,9.99,310460,Kids up hill
"Action, Indie",Thief Town,2014-09-26,7.99,331220,Glass Knuckle Games
"Adventure, Indie",Leona's Tricky Adventures - Official Soundtrack,2014-12-04,5.99,333720,KTX Software
"Action, Adventure",Assassin’s Creed Unity Revolutionary Armaments Pack,2014-11-28,2.99,324331,Ubisoft
"Action, Indie",Bombing Bastards,2014-12-04,9.99,314220,Sanuk Games
"Adventure, Indie, Early Access",Rift's Cave,2014-12-01,4.99,335210,Frost Earth Studio
Adventure,fault - milestone one,2013-08-09,14.99,286260,ALICE IN DISSONANCE
"Action, Adventure, Casual, Indie, Early Access",CubeZ,2014-12-01,7.99,314300,Imaekgames [Imaek Limited]
"Indie, Simulation, Strategy",Neocolonialism,2014-11-25,3.99,333540,"Subaltern Games, LLC"
"Animation &amp; Modeling, Design &amp; Illustration, Utilities",RTS Creator,2014-12-01,9.99,327490,"Infotread, LLC"
"Indie, Strategy",Foresight,2014-11-28,4.99,315080,Strides Interactive
"Action, Indie",Saviors OST,2014-12-01,0.99,334970,Sharpened Edge Studios
"Action, Massively Multiplayer, Racing",The Crew™,2014-12-01,29.99,241560,Ivory Tower in collaboration with Ubisoft Reflections
"Action, Massively Multiplayer, Racing",The Crew™ Season Pass,2014-12-01,19.99,315396,Ivory Tower in collaboration with Ubisoft Reflections
"Casual, Strategy",Magnifico,2014-12-02,4.99,320400,Mixel
Action,Red Faction: Guerrilla Soundtrack,2014-12-02,4.99,336170,"Volition,Reactor Zero,THQ Nordic"
"Casual, Simulation",Rocksmith® 2014 – Bon Jovi - “Livin’ On A Prayer”,2014-12-02,2.99,295058,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Bon Jovi - “Wanted Dead Or Alive”,2014-12-02,2.99,295059,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Bon Jovi - “It’s My Life”,2014-12-02,2.99,295057,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Bon Jovi - “You Give Love A Bad Name”,2014-12-02,2.99,295060,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Bon Jovi - “Blaze Of Glory”,2014-12-02,2.99,295061,Ubisoft - San Francisco
Adventure,Game of Thrones - A Telltale Games Series,2014-12-02,29.99,330840,Telltale Games
"Casual, Simulation",Rocksmith® 2014 – Bon Jovi Song Pack,2014-12-02,11.99,295062,Ubisoft - San Francisco
"Adventure, Indie",Lumino City,2014-12-02,14.99,205020,State of Play Games
"Indie, RPG, Strategy",Fantasy Grounds - PFRPG The Tomb of Caragthax,2014-12-02,14.99,336180,"SmiteWorks USA, LLC"
Simulation,OMSI 2 Add-on Three Generations,2014-12-03,9.99,299350,Darius Bode
"Indie, RPG",1Quest,2014-12-03,6.99,332710,"Ratz 'N' Godz,Storybird Games"
Indie,Potatoman Seeks the Troof,2014-12-03,3.99,328500,Pixeljam
Indie,Potatoman Seeks The Troof OST,2014-12-03,1.99,335170,Pixeljam
"Adventure, Indie",The Old City: Leviathan,2014-12-03,5.99,297350,PostMod Softworks
"Action, Casual, Simulation, Sports, Strategy",Rugby Union Team Manager 2015,2014-12-03,19.99,328830,Alternative Software Ltd
"Action, Adventure, Indie, RPG, Early Access",Rising World,2014-12-03,14.99,324080,JIW-Games
"Racing, Simulation, Sports",MXGP - The Official Motocross Videogame Compact,2014-12-03,9.99,336010,Milestone S.r.l.
"Adventure, Casual",Myths Of Orion: Light From The North,2014-12-03,6.99,288670,Cateia Games
"Indie, Simulation",Euro Truck Simulator 2 - Christmas Paint Jobs Pack,2014-12-03,1.99,318520,SCS Software
"Casual, Simulation",Rocksmith® 2014 – Bullet For My Valentine - “Your Betrayal”,2014-11-25,2.99,295053,Ubisoft - San Francisco
"Action, Casual, Indie, Racing, Simulation, Sports",Quantum Rush Champions,2014-12-04,9.99,317440,GameArt Studio GmbH
"Casual, Simulation",Rocksmith® 2014 – Bullet For My Valentine - “Hearts Burst Into Fire”,2014-11-25,2.99,295052,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Bullet For My Valentine - “Scream Aim Fire”,2014-11-25,2.99,295054,Ubisoft - San Francisco
"Action, Adventure",Middle-earth: Shadow of Mordor - Deadly Archer Rune,2014-11-25,0.99,313374,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
"Casual, Simulation",Rocksmith® 2014 – Bullet For My Valentine - “Hand Of Blood”,2014-11-25,2.99,295055,Ubisoft - San Francisco
Action,Geometry Wars™ 3: Dimensions Evolved,2014-11-25,14.99,310790,"Lucid Games,Aspyr (Mac &amp; Linux)"
Adventure,Tales from the Borderlands,2014-11-25,24.99,330830,Telltale Games
"Indie, RPG, Strategy",Fallen Enchantress: Legendary Heroes - Battlegrounds DLC,2014-11-25,2.99,333040,Stardock Entertainment
"Casual, Simulation",Rocksmith® 2014 – Bullet For My Valentine Song Pack,2014-11-25,11.99,295056,Ubisoft - San Francisco
"Action, Indie",Instant Dungeon!,2014-11-25,1.99,326720,With The Love Studios
Indie,Chucks Challenge 3D: Happy Holidays DLC,2014-11-25,0.99,333700,Niffler Ltd.
Indie,Feel-A-Maze,2014-11-25,4.99,333870,Five Archers Games
"Action, Free to Play, Indie, Massively Multiplayer, RPG",Guns and Robots - Epic Pack,2014-11-25,69.99,331892,Masthead Studios Ltd
"Action, Indie",Ilamentia,2014-11-25,5.99,334710,Anthony Case
"Action, Casual, Free to Play",Beginner's Package,2013-12-08,19.99,322510,IO Entertainment
"Action, Casual, Free to Play",Star Hero Summon Scroll,2013-12-08,4.99,330240,IO Entertainment
"Action, Casual, Free to Play",Rage Berserker's Perfect Package,2013-12-08,24.99,330230,IO Entertainment
"Action, Casual, Free to Play",Lost Saga NA,2013-12-08,Free to Play,266150,IO Entertainment
"Action, Free to Play, Indie, RPG",Akaneiro: Demon Hunters,2014-11-25,Free to Play,230310,Spicy Horse
"Adventure, Indie, RPG",Space Salvager,2014-11-25,7.99,319210,Sam Albon
Simulation,Fireworks Simulator,2014-11-26,9.99,323780,Reality Twist GmbH
Strategy,"Warhammer 40,000: Armageddon",2014-11-26,39.99,312370,"Flashback Games,The Lordz Games Studio"
Simulation,Snowcat Simulator,2014-11-26,7.99,273860,United Independent Entertainment GmbH
"Action, Indie",Croixleur Sigma Original Soundtrack,2014-11-26,7.99,331230,souvenir circ.
Action,ETHER VAPOR Remaster Original Soundtrack,2014-11-26,4.99,331250,Edelweiss
"Action, Indie",Fairy Bloom Freesia Original Soundtrack,2014-11-26,4.99,331260,Edelweiss
Action,eXceed 2nd - Vampire REX Original Soundtrack,2014-11-26,7.99,334520,Tennen-sozai
"Casual, Indie, Strategy",The Jackbox Party Pack,2014-11-26,24.99,331670,"Jackbox Games, Inc."
"Action, Indie",eXceed - Gun Bullet Children Original Soundtrack,2014-11-26,5.99,334510,Flat Software
"Casual, Indie, Simulation",Goat Simulator: Original Soundtrack,2014-11-26,5.99,335350,Coffee Stain Studios
Adventure,The Labyrinth of Time,1993-01-02,5.99,266980,Terra Nova Development
"Adventure, Casual",Inherit the Earth: Quest for the Orb,1994-01-02,5.99,257260,The Dreamers Guild
Action,eXceed 3rd - Jade Penetrate Black Package Original Soundtrack,2014-11-26,9.99,334530,Tennen-sozai
"Action, Indie",Cloudbuilt - Defiance,2014-11-21,2.99,330730,Coilworks
"Action, Racing",Motorama,2014-11-21,19.99,327010,251 Games
"Action, Indie",Magical Battle Festa,2014-11-21,9.99,292480,Fly System
"Action, Indie",Final Rush,2014-01-17,4.99,263480,Strike Games
Simulation,X-Plane 10 AddOn - Aerosoft - Airport Mykonos,2014-11-24,19.99,325130,Icarus Development Team
"Action, Indie, Early Access",LEVEL UP!,2014-11-24,9.99,332150,Ranmantaru Games
"Action, Adventure, Early Access",Eternal Winter,2014-11-24,9.99,325210,"Claudio Norori,Antonio Vargas,Martin Norori"
"Action, Adventure, Casual, Indie, RPG",Rollers of the Realm,2014-11-18,9.99,262470,Phantom Compass
"Casual, Simulation",Rocksmith® 2014 – Foo Fighters - “Monkey Wrench”,2014-11-18,2.99,258403,Ubisoft - San Francisco
"Action, Adventure",Middle-earth: Shadow of Mordor - Skull Crushers Warband,2014-11-18,1.99,318412,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
"Casual, Simulation",Rocksmith® 2014 – Foo Fighters - “The Pretender”,2014-11-18,2.99,258402,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Foo Fighters - “Rope”,2014-11-18,2.99,258404,Ubisoft - San Francisco
"Action, Adventure",Middle-earth: Shadow of Mordor - Hidden Blade Rune,2014-11-18,0.99,313373,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
"Indie, RPG, Strategy",Sneaky Sneaky - Official Soundtrack,2014-11-13,3.99,333320,Naiad Entertainment LLC
Simulation,Airline Tycoon Deluxe,1998-08-01,9.99,331920,Spellbound AG
"Action, Casual, Indie, Racing, Simulation",OCEAN CITY RACING: Redux,2016-08-27,2.99,311400,"OCR Dev Team,Onur Uça"
"Adventure, Casual, Racing",StuntMANIA Reloaded,2014-11-13,4.99,324750,Sector3 Games
"Action, Indie",Miko Gakkou: Second Year,2014-11-13,5.99,331290,xinoro
"Action, Simulation, Sports, Strategy",Cinemaware Anthology: 1986-1991,2014-11-14,9.99,326590,Cinemaware
"Action, Indie",The Sun and Moon,2014-11-14,6.99,321560,Daniel Linssen
"Action, Adventure, Indie",Onikira - Soundtrack,2014-11-14,7.99,330510,Digital Furnace Games
Strategy,Frozen Synapse Prime,2014-11-14,24.99,328600,Double Eleven
Strategy,Frozen Synapse Prime - Soundtrack,2014-11-14,6.99,332340,Double Eleven
"Indie, RPG",Lords of Xulima - The Talisman of Golot,2014-11-14,2.99,298880,Numantian Games
"Adventure, Indie, Simulation",This War of Mine,2014-11-14,19.99,282070,11 bit studios
"Adventure, Indie, RPG",Lords of Xulima - Special Digital Rewards,2014-11-14,6.99,319290,Numantian Games
RPG,Lords of Xulima,2014-11-14,19.99,296570,Numantian Games
"Action, Strategy",Bloons TD 5,2014-11-19,9.99,306020,Ninja Kiwi
"Action, Indie, Massively Multiplayer, Early Access",Voice of Pripyat,2014-11-19,6.99,269530,Slav Pankratov
"Adventure, Casual, Free to Play, Indie",Everlasting Summer,2014-11-19,Free to Play,331470,Soviet Games
"Action, Adventure, RPG",FATE: The Cursed King,2014-11-19,7.99,303690,WildTangent
"Free to Play, Racing, Simulation, Sports",RaceRoom - DTM Experience 2014,2014-11-19,17.99,331800,Sector3 Studios
"Simulation, Sports, Strategy",Basketball Pro Management 2015,2014-11-19,9.99,310880,"Umix Studios,Cyanide"
Simulation,Train Simulator: BR 9F Loco Add-On,2014-11-19,19.99,222631,Dovetail Games
Simulation,X-Plane 10 AddOn - Carenado - V35 Bonanza,2014-11-20,24.99,325137,Carenado
"Indie, RPG",Shadows: Heretic Kingdoms,2014-11-20,39.99,256030,Games Farm
"Action, Adventure, Strategy",Antisquad - Skirmishes DLC,2014-11-20,2.99,332130,InsGames
Strategy,Total War: ROME II -  Black Sea Colonies Culture Pack,2014-11-20,7.99,297831,Creative Assembly
Indie,Cherry Tree High I! My! Girls!,2014-11-20,3.99,333220,773
"Action, Casual, Indie",The Marvellous Miss Take,2014-11-20,19.99,327310,Wonderstruck
Simulation,European Fishing,2014-11-20,4.99,310640,Funky Logic Studios
"Action, Adventure, Casual, Indie",Robotex,2014-11-18,4.99,330350,YFYX GAMES
"Animation &amp; Modeling, Design &amp; Illustration, Utilities",Spriter Pro,2014-11-14,59.99,332360,BrashMonkey
"Action, Indie",QP Shooting - Dangerous!!,2014-11-14,7.99,316600,Orange_Juice
"Action, Casual, Indie, Strategy",Roaming Fortress,2014-11-20,10.99,323000,YETi CGI
"Adventure, Casual, Indie",The Dream Machine: Chapter 5,2014-11-14,5.99,330260,Cockroach Inc.
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Dark Hero Character Pack,2014-11-14,9.99,330650,Enterbrain
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Old School Modern 2 Resource Pack,2014-11-14,4.99,329820,Degica
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Tales of the Far East,2014-11-14,9.99,329821,Degica
"Action, Indie, Racing, Simulation, Early Access",Homebrew - Vehicle Sandbox,2014-11-14,17.99,325420,Copybugpaste
"Adventure, Indie, RPG",Whisper of a Rose,2014-11-14,9.99,326730,RosePortal Games
"Casual, Indie",Crab Cakes Rescue,2014-11-14,6.99,328680,Mission Critical Studios
"Action, Adventure",LEGO Batman 3: Beyond Gotham DLC: Dark Knight,2014-11-12,2.99,327172,"TT Games,Feral Interactive (Mac)"
Simulation,Train Simulator: South London Network Route Add-On,2014-11-13,39.99,222638,Dovetail Games
"Adventure, Indie",Darkness Within 1: In Pursuit of Loath Nolder,2009-08-14,7.99,298930,Zoetrope Interactive
"Action, Indie",Phoenix Force,2014-11-13,3.99,332480,Awoker Games
"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Boundless,2014-11-13,34.99,324510,Wonderstruck
Strategy,Hell,2014-11-13,29.99,312420,Hunted Cow Studios
"Action, Adventure, Indie, Massively Multiplayer, RPG",Boundless - Adventurer Edition,2014-11-13,19.99,331130,Wonderstruck
"Action, Indie, Simulation, Early Access",Ensign-1,2014-11-13,1.99,312310,Only Human Studios
"Adventure, Indie",Gold Rush! Anniversary Special Edition Upgrade,2014-11-07,2.99,328690,Sunlight Games
"Casual, Indie, Strategy",Khet 2.0 - Eye of Horus Beam Splitter,2014-11-07,1.99,327610,BlueLine Games
"Action, Indie, RPG, Simulation, Early Access",Dragon: The Game,2014-11-07,17.99,305960,Sky Drake Studios
"Adventure, Casual, Indie, RPG",Millennium 5 - The Battle of the Millennium,2014-11-07,9.99,298850,Aldorlea Games
"Casual, Indie, Simulation, Sports, Strategy",Pool Nation - Unlock Assets Pack,2014-11-05,1.99,272090,Cherry Pop Games
"Casual, Indie, Simulation, Sports, Strategy",Pool Nation - Pack of Pipes,2014-11-05,1.99,328280,Cherry Pop Games
"Casual, Indie, Simulation, Sports, Strategy",Pool Nation - Skate Pack,2014-11-05,0.99,272084,Cherry Pop Games
"Casual, Indie, Simulation, Sports, Strategy",Pool Nation - Flair Pack,2014-11-05,0.99,285730,Cherry Pop Games
"Casual, Indie, Simulation, Sports, Strategy",Pool Nation - Sports Pack,2014-11-05,0.99,328290,Cherry Pop Games
"Casual, Indie, Simulation, Sports, Strategy",Pool Nation - Ramp Pack,2014-11-05,0.99,272083,Cherry Pop Games
Strategy,Magic 2015 - Garruk's Revenge Expansion,2014-11-05,4.99,265140,Stainless games
Strategy,Collection Unlock—Battle Boosters,2014-11-05,9.99,326210,Stainless Games
Indie,Chuck's Challenge 3D: Soundtrack &amp; DLC,2014-11-05,4.99,286991,Niffler Ltd.
"Casual, Free to Play, Indie, Massively Multiplayer, RPG",Eldevin,2014-11-05,Free to Play,298160,Hunted Cow Studios
"Massively Multiplayer, RPG",FINAL FANTASY XIV Online Free Trial,2013-08-27,19.99,312060,Square Enix
Simulation,X-Plane 10 AddOn - Carenado - F33A Bonanza,2014-11-06,24.99,325139,Carenado
"Casual, Free to Play, Indie, Massively Multiplayer, RPG",Eldevin : Deluxe Pack,2014-11-06,9.99,315050,Hunted Cow Studios
"Indie, Strategy",Desert Ashes,2014-11-10,4.99,324420,Nine Tales Digital
"Action, Adventure, Indie",Magnetic By Nature,2014-11-10,9.99,296510,Team Tripleslash
"Indie, Simulation",aerofly RC 7,2014-11-06,39.99,322930,IPACS
"Action, Adventure, Indie",Magnetic by Nature OST: Extended Edition,2014-11-10,3.99,332030,Team Tripleslash
Indie,Five Nights at Freddy's 2,2014-11-10,7.99,332800,Scott Cawthon
"Action, Adventure, Indie, RPG",Elliot Quest,2014-11-10,9.99,293440,Ansimuz Games
"Action, Adventure",Assassin's Creed® Unity,2014-11-11,29.99,289650,Ubisoft
"Action, RPG, Strategy",Valkyria Chronicles™,2014-11-11,19.99,294860,SEGA
"Adventure, Indie",Leona's Tricky Adventures,2014-11-11,9.99,305880,KTX Software
"Action, RPG",Handsome Jack Doppelganger Pack,2014-11-11,9.99,275690,"2K Australia,Gearbox Software,Aspyr (Mac &amp; Linux)"
"Action, Adventure, Indie, Racing",Retro City Rampage™ DX,2014-11-11,14.99,204630,"Vblank Entertainment, Inc."
"Action, Adventure",LEGO® Batman™3: Beyond Gotham,2014-11-11,19.99,313690,"TT Games Ltd,Feral Interactive (Mac)"
Indie,Over The Void,2014-11-11,4.99,330470,Marie Ronnaux Games
"Casual, Simulation",Rocksmith® 2014 – Tom Petty and the Heartbreakers - “American Girl”,2014-11-11,2.99,295047,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Tom Petty and the Heartbreakers - “Refugee”,2014-11-11,2.99,295046,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Tom Petty - “Free Fallin’”,2014-11-11,2.99,295048,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Tom Petty - “I Won’t Back Down”,2014-11-11,2.99,295049,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – Tom Petty and the Heartbreakers - “Learning to Fly”,2014-11-11,2.99,295045,Ubisoft - San Francisco
"Indie, Simulation",aerofly RC 7 Professional Edition,2014-11-06,99.99,328170,IPACS
"Indie, RPG",Knights of Pen and Paper - Haunted Fall,2014-11-06,4.99,324250,Kyy Games
"Indie, Simulation",aerofly RC 7 Ultimate Edition,2014-11-06,129.99,328171,IPACS
"Action, Racing, Sports",Quantum Rush Champions Original Soundtracks,2014-11-06,3.99,330690,GameArt Studio GmbH
"RPG, Simulation, Strategy",Tropico 5 - Joint Venture,2014-11-06,3.99,306398,Haemimont Games
"Action, Free to Play, Indie, Massively Multiplayer, RPG",Guns and Robots - Terminator Pack,2014-11-06,34.99,331891,Masthead Studios Ltd
"Action, Indie",FOTONICA,2014-11-06,14.99,253290,Santa Ragione
Simulation,Train Simulator: Union Pacific FEF-3 Loco Add-On,2014-11-06,19.99,277740,Smokebox
Simulation,Silent Service,1985-01-01,6.99,329660,"MicroProse Software, Inc"
Simulation,Task Force 1942: Surface Naval Action in the South Pacific,1992-01-01,6.99,329680,"MicroProse Software, Inc"
"Indie, RPG, Strategy",Fantasy Grounds - C&amp;C: A1 Assault on Blacktooth Ridge,2014-11-04,3.99,332000,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - C&amp;C: A2 Slag Heap,2014-11-04,3.99,332001,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - C&amp;C: A3 The Wicked Cauldron,2014-11-04,3.99,332010,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - C&amp;C: A4 Usurpers of the Fell Axe,2014-11-04,3.99,332011,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - C&amp;C: A5 The Shattered Horn,2014-11-04,3.99,332020,"SmiteWorks USA, LLC"
Simulation,World of Subways 1 – The Path,2009-10-29,9.99,306370,TML-Studios
Simulation,Logistics Company,2014-11-05,14.99,328310,Crenetic GmbH Studios
"Casual, Indie, Simulation, Sports, Strategy","Pool Nation - Cues, Balls and Decals Pack",2014-11-05,1.99,272080,Cherry Pop Games
"Simulation, Strategy","Europa Universalis IV: Guns, Drums and Steel Music Pack",2014-10-30,2.49,327830,Paradox Development Studio
"Adventure, RPG, Strategy",Icewind Dale: Enhanced Edition,2014-10-30,19.99,321800,Beamdog
"Simulation, Strategy",Europa Universalis IV: Catholic League Unit Pack,2014-10-30,1.99,310033,Paradox Development Studio
"Simulation, Strategy",Europa Universalis IV: Songs of War Music Pack,2014-10-30,1.99,310034,Paradox Development Studio
"Simulation, Strategy",Expansion - Europa Universalis IV: Art of War,2014-10-30,19.99,310031,Paradox Development Studio
"Simulation, Strategy",Europa Universalis IV: Evangelical Union Unit Pack,2014-10-30,1.99,310032,Paradox Development Studio
"Indie, RPG, Strategy",Fantasy Grounds - FATE Core Ruleset,2014-10-30,4.99,331000,"SmiteWorks USA, LLC"
"Adventure, Casual",Season Match 3 - Curse of the Witch Crow,2010-12-23,4.99,320670,URSE Games
Indie,Koya Rift,2011-05-05,2.99,328990,Zach Kehs (SunnyKatt)
"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC10 Reanimation-Before Death Pack,2014-10-28,1.99,318710,"CyberConnect2 Co., Ltd."
Action,Alien: Isolation - Corporate Lockdown,2014-10-28,7.99,282512,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
"Action, RPG",Soundtrack,2014-10-28,29.99,327270,"CI Games,Deck 13"
"Action, RPG",Lords of the Fallen™ Artbook,2014-10-28,29.99,328820,"CI Games,Deck 13"
"Action, Indie",Deep Eclipse: New Space Odyssey,2014-10-28,5.99,326990,Ultravision Interactive
"Indie, RPG",Coin Crypt,2013-11-18,9.99,264690,Dumb and Fat Games
"Adventure, Indie",The Detail,2014-10-28,3.99,319970,Rival Games Ltd
"Action, RPG",Lords of the Fallen - Demonic Weapon Pack,2014-10-28,1.99,317201,"CI Games,Deck 13"
"Action, RPG",Lords of the Fallen - Lion Heart Pack,2014-10-28,1.99,317208,"CI Games,Deck 13"
"Action, RPG",Lords of the Fallen - Monk Decipher,2014-10-28,1.99,317200,"CI Games,Deck 13"
"Action, RPG",Lords of the Fallen - The Foundation Boost,2014-10-28,1.99,317202,"CI Games,Deck 13"
"Action, RPG",Lords of the Fallen - The Arcane Boost,2014-10-28,1.99,317203,"CI Games,Deck 13"
"Action, RPG",Lords Of The Fallen™,2014-10-28,29.99,265300,"CI Games,Deck 13"
"Casual, Simulation",Rocksmith® 2014 – The Killers - “Mr. Brightside”,2014-10-28,2.99,295035,Ubisoft - San Francisco
Simulation,B-17 Flying Fortress: The Mighty 8th,2000-12-13,6.99,328900,Wayward Design
Simulation,F-117A Nighthawk Stealth Fighter 2.0,1991-01-02,6.99,328920,"MicroProse Software, Inc."
"Adventure, Indie, RPG",The Forest of Doom,2014-10-30,4.99,270490,Tin Man Games
"Action, Adventure, Indie, RPG",Majestic Nights,2014-10-30,4.99,284140,Epiphany Games
"Action, Adventure, Casual, Indie, RPG",Hail to the King: Deathbat,2014-10-30,5.99,327440,Subscience Studios
"Simulation, Strategy",Buzz Aldrin's Space Program Manager,2014-10-31,29.99,308270,Polar Motion
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Halloween Tiles Resource Pack,2014-10-31,9.99,330631,Degica
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Forest of the Necromancer Soundscapes,2014-10-31,9.99,329822,Darkraven
"Action, Indie, RPG",NS2: Combat,2014-10-31,5.99,310110,Faultline Games
"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - Underworld Soundscapes,2014-10-31,9.99,330630,Darkraven
Simulation,Fleet Defender: The F-14 Tomcat Simulation,1994-04-18,6.99,328930,"MicroProse Software, Inc."
"Action, Indie, Strategy",Natural Selection 2 - Reaper Pack,2014-10-31,4.99,310100,Unknown Worlds Entertainment
"Action, Indie, Massively Multiplayer, Early Access",AXYOS,2014-10-31,7.99,318100,Axyos Games
Action,Call of Duty®: Advanced Warfare - Gold Edition,2014-11-03,59.99,209650,"Sledgehammer Games,Raven Software"
Action,Call of Duty®: Advanced Warfare - Season Pass,,49.99,317660,"Sledgehammer Games,Raven Software"
"Action, Indie",Depth,2014-11-03,19.99,274940,Digital Confectioners
"Adventure, Casual",Dark Arcana: The Carnival,2012-10-08,9.99,284730,Artifex Mundi
"Casual, Simulation",Rocksmith® 2014 – The Killers - “When You Were Young”,2014-10-28,2.99,295036,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – The Killers - “Spaceman”,2014-10-28,2.99,295038,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – The Killers - “Somebody Told Me”,2014-10-28,2.99,295037,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 – The Killers - “Runaways”,2014-10-28,2.99,295039,Ubisoft - San Francisco
